Unique ID	Name	Address	Type	Capacity	LAT	LONG	Phone	License/Registration Duration	Expiration	Adminisrator	Hours	Ages	Inspector	Subsidy?
33293	Ms. Pamela Cassagnol	"258 Greenbrier Avenue, NORFOLK, VA  23505"	Voluntary Registration	Not Available	36.9318729	-76.3132808	(757) 348-5239	Two Year	21-Mar-19	Ms. Pamela Cassagnol	"5:30 A.M.  - 5:00 P.M.,   Monday - Friday"	Not Available	Trisha  Brown:    (757) 404-2601	No
42337	Ms. Stacey Higgins	"3861 Bible Road, CREWE, VA  23930"	Voluntary Registration	Not Available	37.1750264	-78.0293592	(804) 731-6837	Two Year	"Aug. 22, 2018"	Ms. Stacey Higgins	"5:30 a.m.  - 6:30 p.m.,   Monday - Friday"	Not Available	Vernon C Porter:    (804) 662-9771	Yes
43800	Ms. Nakia Brinkley	"3283 Monacan Trail Road, NORTH GARDEN, VA  22959"	Voluntary Registration	Not Available	37.965048	-78.646844	(434) 566-9145	Two Year	25-May-19	Ms. Nakia Brinkley	"5:30 a.m.  - 9:00 p.m.,   Monday - Sunday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
42872	Ms. Ta'koya Cooper	"815 Goff Street, Apt. 19, NORFOLK, VA  23504"	Voluntary Registration	Not Available	36.8590283	-76.2750429	(757) 386-3324	Two Year	21-Mar-19	Ms. Ta'koya Cooper	"5:30am  - 6:00pm,   Monday - Friday"	Not Available	Melinda  Popkin:    (757) 802-5281	Yes
40888	Ms. Paulene Kellam	"32306 Sycamore Street, PAINTER, VA  23420"	Voluntary Registration	Not Available	37.5979672	-75.7627096	(757) 350-0546	Two Year	"Dec. 11, 2018"	Ms. Paulene Kellam	"6:00 a.m.  - 10:00 p.m.,   Monday - Friday"	Not Available	Chris  Robinson:    (757) 404-2322	No
43900	Ms. Scharlese Hicks	"3684 Towne Point Road, PORTSMOUTH, VA  23703"	Voluntary Registration	Not Available	36.8738275	-76.4014621	(757) 776-4511	Two Year	"Aug. 7, 2019"	Ms. Scharlese Hicks	"6:00 a.m.  - 10:00 p.m.,   Monday - Friday"	Not Available	Melinda  Popkin:    (757) 802-5281	Yes
36152	Ms. Tamekia Veney	"13163 Bethel Church, HALLWOOD, VA  23359"	Voluntary Registration	Not Available	37.8592986	-75.5914579	(757) 693-2544	Two Year	23-May-19	Ms. Tamekia Veney	"6:00 a.m.  - 11:45 p.m.,   Monday - Saturday"	Not Available	Jackie  Ware:    (757) 404-3063	Yes
39831	Ms. Taryn Cruel - Randolph	"606 North 25th Street, RICHMOND, VA  23223"	Voluntary Registration	Not Available	37.534622	-77.416357	(804) 332-7160	Two Year	16-Jul-19	Ms. Taryn Cruel - Randolph	"6:00 a.m.  - 12:00 a.m.,   Monday - Saturday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
42887	Ms. Rosemarie Brown	"216 Wisteria Lane, Apt. 1C, PETERSBURG, VA  23805"	Voluntary Registration	Not Available	37.1781812	-77.3697952	(804) 504-5105	Two Year	2-Mar-19	Ms. Rosemarie Brown	"6:00 a.m.  - 4:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
41055	Ms. Vielka Bannick	"1438 Old Oak Arch, VIRGINIA BEACH, VA  23453"	Voluntary Registration	Not Available	36.7924743	-76.0980002	(757) 639-7320	Two Year	5-Apr-19	Ms. Vielka Bannick	"6:00 a.m.  - 4:00 p.m.,   Monday - Friday"	Not Available	Heather  Harrell:    (757) 334-4329	No
42469	Ms. Meta Eley	"1505 Chestnut Avenue, CHESAPEAKE, VA  23325"	Voluntary Registration	Not Available	36.8129556	-76.2396517	(757) 420-2285	Two Year	"Oct. 24, 2018"	Ms. Meta Eley	"6:00 a.m.  - 5:00 p.m.,   Monday - Friday"	Not Available	Adrianna  Walden:    (757) 404-2487	No
30641	Ms. Paulette Belfield-Williams	"944 Quash Street, HAMPTON, VA  23669"	Voluntary Registration	Not Available	37.0364933	-76.34937	(757) 722-2917	Two Year	10-May-19	Ms. Paulette Belfield-Williams	"6:00 A.M.  - 5:00 P.M.,   Monday - Friday"	Not Available	Anita  Drewry:    (757) 404-5261	Yes
43895	Ms. Samira Ali	"10173 Elgin Way, BRISTOW, VA  20136"	Voluntary Registration	Not Available	38.736065	-77.565546	(703) 962-0050	Two Year	25-Jun-19	Ms. Samira Ali	"6:00 a.m.  - 5:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
36543	Ms. Sylvia Fiddemon	"22079 Taylor Road, TASLEY, VA  23441"	Voluntary Registration	Not Available	37.7020561	-75.7005639	(757) 787-2819	Two Year	14-Jul-19	Ms. Sylvia Fiddemon	"6:00 A.M.  - 5:00 P.M.,   Monday - Friday"	Not Available	Jackie  Ware:    (757) 404-3063	Yes
29530	Ms. Riquandria Ballesteros	"1821 Sydenham Trail, VIRGINIA BEACH, VA  23464"	Voluntary Registration	4	36.7825184	-76.1480983	(757) 474-0424	Two Year	3-Jun-20	Ms. Riquandria Ballesteros	"6:00 a.m.  - 5:30 p.m.,   Monday - Friday"	Not Available	6 months         -         12 years	
44328	Ms. Yadira Medina	"6037 Omega Lane, MANASSAS, VA  20112"	Voluntary Registration	Not Available	38.6742831	-77.38736	(571) 477-9117	Two Year	"Jan. 27, 2020"	Ms. Yadira Medina	"6:00 a.m.  - 5:30 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
34794	Ms. Shenia Hayes	"413 West 32nd Street, NORFOLK, VA  23508"	Voluntary Registration	4	36.8766065	-76.2870792	(757) 321-2034	Two Year	"Jan. 30, 2020"	Ms. Shenia Hayes	"6:00 A.M.  - 5:30 P.M.,   Monday - Friday"	Not Available	Heather  Harrell:    (757) 334-4329	
27552	Ms. Veronica Kelley	"956 Albert Avenue, NORFOLK, VA  23513"	Voluntary Registration	Not Available	36.9008146	-76.2481156	(757) 858-8225	Two Year	21-Jun-19	Ms. Veronica Kelley	"6:00 A.M.  - 5:30 P.M.,   Monday - Friday"	Not Available	Melinda  Popkin:    (757) 802-5281	No
38839	Ms. Shelley Douglas	"3585 North Ingleside Drive, NORFOLK, VA  23502"	Voluntary Registration	4	36.8468006	-76.235974	(757) 853-3895	Two Year	"Feb. 8, 2020"	Ms. Shelley Douglas	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	1 month         -         3 years              11 months	
42326	Ms. Tiffany Thorpe	"3065 Blitz Court, VIRGINIA BEACH, VA  23453"	Voluntary Registration	Not Available	36.8060002	-76.0742606	(757) 339-4284	Two Year	"Aug. 16, 2018"	Ms. Tiffany Thorpe	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Adrianna  Walden:    (757) 404-2487	No
39804	Ms. Neelofar Khan	"14028 Baneberry Circle, MANASSAS, VA  20112"	Voluntary Registration	Not Available	38.6698397	-77.3779529	(703) 680-9060	Two Year	8-Jun-19	Ms. Neelofar Khan	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
39752	Ms. Pelpeeka Safi	"637 Burnside Terrace, LEESBURG, VA  20175"	Voluntary Registration	Not Available	39.087956	-77.548059	(703) 777-7408	Two Year	31-May-19	Ms. Pelpeeka Safi	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
38049	Ms. Phyllis Holland	"527 South Spotswood Trail, LOUISA, VA  23093"	Voluntary Registration	Not Available	38.057549	-78.0840243	(540) 967-2610	Two Year	25-May-19	Ms. Phyllis Holland	"6:00 A.M.  - 6:00 P.M.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
42234	Ms. Roshana Noorzai	"15793 Barcelona Court, WOODBRIDGE, VA  22191"	Voluntary Registration	Not Available	38.610255	-77.298372	(949) 742-4626	Two Year	17-Jul-18	Ms. Roshana Noorzai	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
42645	Ms. Sharonette Holland	"43320 Stonegarden Terrace, BROADLANDS, VA  20148"	Voluntary Registration	Not Available	39.0024088	-77.5033332	(571) 252-0786	Two Year	"Jan. 22, 2019"	Ms. Sharonette Holland	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
40224	Ms. Thressa Pleasants	"703 N. 33rd Street, RICHMOND, VA  23223"	Voluntary Registration	Not Available	37.5307117	-77.4078861	(804) 226-2529	Two Year	"Feb. 6, 2020"	Ms. Thressa Pleasants	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
44607	Ms. Tierra Ridley	"3812 Passage Way Drive, CHESTER, VA  23831"	Voluntary Registration	Not Available	37.2956664	-77.4273318	(804) 892-0119	Two Year	8-Jul-20	Ms. Tierra Ridley	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
41296	Ms. Viola Simmons	"5649 Warwick Road, RICHMOND, VA  23224"	Voluntary Registration	Not Available	37.496603	-77.498903	(804) 231-6772	Two Year	23-Jun-19	Ms. Viola Simmons	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
36043	Ms. Virginia Kalvass	"13719 Greenwood Drive, DALE CITY, VA  22193"	Voluntary Registration	Not Available	38.6536906	-77.3379388	(571) 426-6500	Two Year	"Aug. 20, 2019"	Ms. Virginia Kalvass	"6:00 A.M.  - 6:00 P.M.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
42393	Ms. Zohra Sayed	"25495 Kinsale Place, ALDIE, VA  20105"	Voluntary Registration	Not Available	38.9156548	-77.5674784	(571) 992-7787	Two Year	"Sept. 19, 2018"	Ms. Zohra Sayed	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
44032	Rasheda Akter	"14101 Essex Drive, WOODBRIDGE, VA  22191"	Voluntary Registration	Not Available	38.6456516	-77.2744016	(703) 844-3072	Two Year	"Aug. 22, 2019"	Rasheda Akter	"6:00 A.M.  - 6:00 P.M.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
44125	Ms. Norma Lee	"2736 Sewells Point Road, NORFOLK, VA  23513"	Voluntary Registration	4	36.875448	-76.2325904	(757) 769-7910	Two Year	25-Mar-20	Ms. Norma Lee	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Emily  Walsh:    (757) 404-2575	
42555	Ms. Raychelle Mason	"4300 Stafford Drive, CHESAPEAKE, VA  23321"	Voluntary Registration	Not Available	36.8588712	-76.4067832	(757) 943-6698	Two Year	"Nov. 28, 2018"	Ms. Raychelle Mason	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Heather  Harrell:    (757) 334-4329	No
41211	Ms. Teresa Clayborn	"3869 Sweetbriar Court, VIRGINIA BEACH, VA  23453"	Voluntary Registration	Not Available	36.805235	-76.107433	(757) 560-3455	Two Year	1-Jun-19	Ms. Teresa Clayborn	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Heather  Harrell:    (757) 334-4329	No
42883	Ms. Quanisha Dailey	"7929 Merritt Street, NORFOLK, VA  23518"	Voluntary Registration	Not Available	36.916048	-76.2462147	(757) 770-1101	Two Year	4-Apr-19	Ms. Quanisha Dailey	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Jeffrey  Harris:    (757) 409-4668	No
41538	Ms. Nicole Williams	"31229 Carter Street, FRANKLIN, VA  23851"	Voluntary Registration	Not Available	36.591808	-76.9324836	(757) 304-7220	Two Year	"Sept. 27, 2019"	Ms. Nicole Williams	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Melinda  Popkin:    (757) 802-5281	Yes
36422	Ms. Teresa Cooper	"510 Eisenhower Circle, PORTSMOUTH, VA  23701"	Voluntary Registration	Not Available	36.7948555	-76.3544691	(757) 802-6228	Two Year	14-Jul-19	Ms. Teresa Cooper	"6:00 A.M.  - 6:00 P.M.,   Monday - Friday"	Not Available	Melinda  Popkin:    (757) 802-5281	No
41407	Ms. Pamela Porter	"5213 Winery Drive, CHESAPEAKE, VA  23321"	Voluntary Registration	4	36.8410337	-76.4404706	(757) 292-6639	Two Year	12-Jun-20	Ms. Pamela Porter	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Trisha  Brown:    (757) 404-2601	
41132	Ms. Ramona Noggin	"506 Magnolia Farms Drive, PETERSBURG, VA  23803"	Voluntary Registration	Not Available	37.2126401	-77.4300997	(804) 255-0879	Two Year	8-May-19	Ms. Ramona Noggin	"6:00 a.m.  - 6:00 p.m.,   Monday - Friday"	Not Available	Vernon C Porter:    (804) 662-9771	Yes
42631	Virginia Ross	"89 Ross Road, ARRINGTON, VA  22922"	Voluntary Registration	Not Available	37.6757133	-78.9491664	(434) 221-4822	Two Year	"Jan. 17, 2019"	Virginia Ross	"6:00 a.m.  - 6:00 p.m.,   Monday - Saturday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
43917	Ms. Sarah Sheets	"507 E. Fincastle Turnpike, TAZEWELL, VA  24651"	Voluntary Registration	Not Available	37.1211037	-81.5108015	(276) 970-4705	Two Year	"Aug. 6, 2019"	Ms. Sarah Sheets	"6:00 a.m.  - 6:00 p.m.,   Monday - Sunday"	Not Available	Angela  Farmer:    (276) 608-2283	No
40622	Ms. Sylvia Winn	"2911 Alcott Road, RICHMOND, VA  23237"	Voluntary Registration	Not Available	37.420272	-77.443808	(804) 271-0951	Two Year	"Aug. 22, 2018"	Ms. Sylvia Winn	"6:00 a.m.  - 6:00 p.m.,   Monday - Sunday"	Not Available	Becky  Sagle:    (804) 662-7014	Yes
42612	Ms. Saadia Faizan	"43069 Candlewick Square, LEESBURG, VA  20176"	Voluntary Registration	Not Available	39.097433	-77.510876	(703) 473-7221	Two Year	"Dec. 21, 2018"	Ms. Saadia Faizan	"6:00 A.M.  - 6:00 P.M.,   Monday - Sunday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
43969	Ms. Naureen Maqbool	"5471 Quaint Drive, WOODBRIDGE, VA  22193"	Voluntary Registration	Not Available	38.6692002	-77.3662013	(703) 629-6710	Two Year	30-Jul-19	Ms. Naureen Maqbool	"6:00 a.m.  - 6:00 p.m.,   Saturday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
37836	Ms. Nahid Ghanizada	"741 Bonnie Ridge Drive, N.E., LEESBURG, VA  20176"	Voluntary Registration	Not Available	39.0977286	-77.5210288	(703) 303-2891	Two Year	23-Jul-19	Ms. Nahid Ghanizada	"6:00 a.m.  - 6:00 p.m.,   Sunday - Saturday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
39698	Ms. Tanisha Sutton	"310 Chapel Street, NORFOLK, VA  23504"	Voluntary Registration	Not Available	36.8476815	-76.2823089	(757) 625-0384	Two Year	20-Apr-19	Ms. Tanisha Sutton	"6:00 a.m.  - 6:30 p.m.,   Monday - Friday"	Not Available	Melinda  Popkin:    (757) 802-5281	Yes
43830	Ms. Neeta Sharma	"43452 Jubilee Street, CHANTILLY, VA  20152"	Voluntary Registration	Not Available	38.895753	-77.499633	(703) 474-2567	Two Year	1-Jun-19	Ms. Neeta Sharma	"6:00 a.m.  - 7:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
44346	Nahar Luthfun	"800 Potomac Ridge Court, STERLING, VA  20164"	Voluntary Registration	Not Available	39.0315242	-77.3679955	(571) 434-7742	Two Year	8-May-20	Nahar Luthfun	"6:00 a.m.  - 7:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
43805	Ms. Octavia Anderson	"30 Banner Spring Circle, STAFFORD, VA  22554"	Voluntary Registration	Not Available	38.4353476	-77.4176841	(540) 720-2494	Two Year	23-May-19	Ms. Octavia Anderson	"6:00 a.m.  - 7:00 p.m.,   Monday - Saturday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
43828	Ms. Pamela Haynes	"2412 Mosley Street, WAYNESBORO, VA  22980"	Voluntary Registration	Not Available	38.0840767	-78.911077	(434) 882-1522	Two Year	31-May-19	Ms. Pamela Haynes	"6:00 a.m.  - 7:00 p.m.,   Monday - Sunday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
37922	Ms. Samra Johri	"2525 Luckland Way, WOODBRIDGE, VA  22191"	Voluntary Registration	Not Available	38.587016	-77.289231	(571) 451-4048	Two Year	21-Jun-19	Ms. Samra Johri	"6:00 a.m.  - 7:00 p.m.,   Monday - Sunday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
42760	Razia Reba	"18805 Pier Trail Drive, TRIANGLE, VA  22172"	Voluntary Registration	Not Available	38.5417528	-77.3135288	(571) 354-9375	Two Year	"Feb. 20, 2019"	Razia Reba	"6:00 a.m.  - 7:00 p.m.,   Monday - Sunday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
44433	Ms. Sophia Eubanks	"830 Hardy Drive, Apt. D, CHARLOTTESVILLE, VA  22903"	Voluntary Registration	Not Available	38.033642	-78.491714	(540) 360-5108	Two Year	"Feb. 19, 2020"	Ms. Sophia Eubanks	"6:00 a.m.  - 7:00 p.m.,   Saturday and Sunday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
42585	Ms. Shirin Amarkhel	"10660 Viewmont Lane, MANASSAS, VA  20113"	Voluntary Registration	Not Available	38.724794	-77.4666328	(703) 801-6346	Two Year	"Dec. 18, 2018"	Ms. Shirin Amarkhel	"6:00 a.m.  - 8:00 p.m.,   Monday - Sunday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
40503	Ms. Selera Odom	"2515 Crestwood Lane, Apt. #B, CHESAPEAKE, VA  23324"	Voluntary Registration	Not Available	36.8069105	-76.2547822	(757) 277-4828	Two Year	5-Jun-18	Ms. Selera Odom	"6:00 a.m. (9 a.m. - 5 p.m. every other wkend)  - 12:00 a.m. (midnight),   Monday - Friday"	Not Available	Jackie  Ware:    (757) 404-3063	Yes
41824	Ms. Tonya Scott	"27 Cornwall Terrace, HAMPTON, VA  23666"	Voluntary Registration	Not Available	37.0408788	-76.4429546	(757) 947-8014	Two Year	15-Mar-18	Ms. Tonya Scott	"6:00 a.m. (open 8:00 a.m. Sat)  - 6:00 p.m. (close 3:30 p.m. Sat),   Monday - FRI/Saturday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
28340	Ms. Vencena Williams	"3128 Sewells Point Road, NORFOLK, VA  23513-2224"	Voluntary Registration	4	36.8807804	-76.2334052	(757) 321-0311	Two Year	"Nov. 14, 2019"	Ms. Vencena Williams	"6:00 A.M./every  other Sat open 2:00 p.m.  - 8:45 P.M./every other Sat close11:00 p.m.,   MON-FRI/every other Saturday"	Not Available	Jackie  Ware:    (757) 404-3063	
35262	Ms. Raquel Owens	"3511 Pierce Street, PORTSMOUTH, VA  23703"	Voluntary Registration	Not Available	36.8673149	-76.3987476	(757) 753-8140	Two Year	"Aug. 4, 2020"	Ms. Raquel Owens	"6:00 am  - 12:00 am,   Monday - Saturday"	Not Available	Melinda  Popkin:    (757) 802-5281	Yes
44187	Ms. Veranda Davis	"3212 Bangor Drive, CHESAPEAKE, VA  23321"	Voluntary Registration	4	36.8568216	-76.416683	(757) 372-8147	Two Year	"Jan. 8, 2020"	Ms. Veranda Davis	"6:00 am  - 5:00 pm,   Monday - Friday"	Not Available	Emily  Walsh:    (757) 404-2575	
39048	Ms. Pearlean Brooks	"626 Teach Street, HAMPTON, VA  23661"	Voluntary Registration	Not Available	37.0099137	-76.3799667	(757) 232-9424	Two Year	26-May-18	Ms. Pearlean Brooks	"6:00 p.m.  - 12:00 a.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
44297	Ms. Patricia Benton	"1714 Charleston Ave, PORTSMOUTH, VA  23704"	Voluntary Registration	4	36.825158	-76.3171312	(757) 550-9954	Two Year	1-Apr-20	Ms. Patricia Benton	"6:00am  - 10:00pm,   Monday - Sunday"	Not Available	1 month         -         12 years              11 months	
33803	Ms. Valria Lewis	"3300 Julep Drive, SOUTH CHESTERFIELD, VA  23834"	Voluntary Registration	4	37.2552265	-77.4262923	(804) 520-7172	Two Year	"Oct. 22, 2019"	Ms. Valria Lewis	"6:00am  - 2:00pm,   Monday - Friday"	Not Available	Birth    -         12 years              11 months	
44399	Ms. Rhonda Cooper	"550 W. Lockett Creek Blvd, PAMPLIN, VA  23958"	Voluntary Registration	Not Available	37.2373168	-78.562784	(434) 382-9043	Two Year	7-May-20	Ms. Rhonda Cooper	"6:00am  - 5:30pm,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
42308	Shuraiya Easrat	"10460 Saint Croix Lane, MANASSAS, VA  20109"	Voluntary Registration	Not Available	38.7954719	-77.508897	(210) 775-0385	Two Year	"Aug. 9, 2018"	Shuraiya Easrat	"6:00am  - 7:00pm,   Monday - Saturday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
41648	Ms. Patricia Royster	"118 Brinkman Drive, HAMPTON, VA  23666"	Voluntary Registration	4	37.0654572	-76.3789445	No phone number available	Two Year	"Jan. 25, 2020"	Ms. Patricia Royster	"6:00am  - 8:00pm,   Monday - Sunday"	Not Available	Birth    -         12 years              11 months	
44218	Ms. Uzma Rai	"16250 Radburn Street, WOODBRIDGE, VA  22191"	Voluntary Registration	Not Available	38.599993	-77.2885302	(703) 629-4547	Two Year	"Nov. 14, 2019"	Ms. Uzma Rai	"6:30 a,m.  - 6:30 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
44430	Sonya Babil	"3424 Caledonia Circle, WOODBRIDGE, VA  22192"	Voluntary Registration	Not Available	38.689197	-77.313851	(703) 346-7175	Two Year	16-Apr-20	Sonya Babil	"6:30 a.m  - 6:00 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
31650	Ms. Sonya Sumler	"1030 Avenue E, NORFOLK, VA  23513"	Voluntary Registration	4	36.9086252	-76.2413603	(757) 858-2047	Two Year	"Oct. 12, 2019"	Ms. Sonya Sumler	"6:30 a.m.  - 5:00 p.m.,   Monday - Friday"	Not Available	Chris  Robinson:    (757) 404-2322	
40958	Ms. Rene Burton-Brown	"1000 Crafton Lane, RICHMOND, VA  23222"	Voluntary Registration	Not Available	37.5678281	-77.4255301	(804) 321-1402	Two Year	"Feb. 14, 2019"	Ms. Rene Burton-Brown	"6:30 a.m.  - 5:30 p.m.,   Monday - Friday"	Not Available	Becky  Sagle:    (804) 662-7014	Yes
28904	Ms. Ruth Michie	"405 11th Street, N.W., CHARLOTTESVILLE, VA  22903"	Voluntary Registration	Not Available	38.0385266	-78.4939518	(434) 977-0626	Two Year	"Aug. 10, 2019"	Ms. Ruth Michie	"6:30 a.m.  - 5:30 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
41650	Ms. Stefanie Gray	"30 Stonebrier Lane, BERRYVILLE, VA  22611"	Voluntary Registration	Not Available	39.1746474	-78.0490608	(301) 514-2877	Two Year	"Jan. 29, 2020"	Ms. Stefanie Gray	"6:30 a.m.  - 5:30 p.m.,   Monday - Friday"	Not Available	Cynthia  Carneal:    (804) 726-7140	No
44074	Ms. Nicole Lawrence	"2248 Humphreys Drive, SUFFOLK, VA  23435"	Voluntary Registration	4	36.8724191	-76.4156208	No phone number available	Two Year	"Oct. 19, 2019"	Ms. Nicole Lawrence	"6:30 a.m.  - 5:30 p.m.,   Monday - Friday"	Not Available	Emily  Walsh:    (757) 404-2575	
30371	Ms. Samantha Crawford	"2597 Waverly Way, NORFOLK, VA  23504"	Voluntary Registration	Not Available	36.8717105	-76.2748619	(757) 286-8003	Two Year	"Sept. 21, 2018"	Ms. Samantha Crawford	"6:30 A.M.  - 5:30 P.M.,   Monday - Friday"	Not Available	Heather  Harrell:    (757) 334-4329	No
37714	Ms. Regina Moore	"3700 Pinebark Road, PORTSMOUTH, VA  23703-2707"	Voluntary Registration	Not Available	36.8703143	-76.4057993	(757) 483-9689	Two Year	"Oct. 31, 2018"	Ms. Regina Moore	"6:30 a.m.  - 5:30 p.m.,   Monday - Friday"	Not Available	Melinda  Popkin:    (757) 802-5281	Yes
